uid,tax-identifier,tax-name,article,corpus,organisme-affectataire,classification,date,montant
812,27,Contribution due par les entreprises fabriquant ou exploitant des dispositifs médicaux sur leurs dépenses de publicité,article L. 245-6,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2012-01-01,25.0
813,27,Contribution due par les entreprises fabriquant ou exploitant des dispositifs médicaux sur leurs dépenses de publicité,article L. 245-6,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2013-01-01,25.0
814,2,Cotisation spéciale sur les boissons alcooliques,article L. 245-7 à L. 245-12,code de la sécurité sociale,Caisse nationale d'assurance maladie des travailleurs salariés,Affectation initiale aux organismes de sécurité sociale,2009-01-01,493.0
815,2,Cotisation spéciale sur les boissons alcooliques,article L. 245-7 à L. 245-12,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2007-01-01,480.0
816,2,Cotisation spéciale sur les boissons alcooliques,article L. 245-7 à L. 245-12,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2008-01-01,348.0
817,5,Droits de consommation sur les alcools,article L. 245-7 à L. 245-12,code de la sécurité sociale,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2010-01-01,2111.0
818,5,Droits de consommation sur les alcools,article L. 245-7 à L. 245-12,code de la sécurité sociale,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2011-01-01,2392.0
819,5,Droits de consommation sur les alcools,article L. 245-7 à L. 245-12,code de la sécurité sociale,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2012-01-01,1970.0
820,5,Droits de consommation sur les alcools,article L. 245-7 à L. 245-12,code de la sécurité sociale,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2013-01-01,2340.0
821,15,Contribution sociale de solidarité des sociétés,article L. 651-1 à L. 651-9,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2008-01-01,4254.0
822,15,Contribution sociale de solidarité des sociétés,article L. 651-1 à L. 651-9,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2010-01-01,4135.0
823,15,Contribution sociale de solidarité des sociétés,article L. 651-1 à L. 651-9,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2011-01-01,4301.0
824,15,Contribution sociale de solidarité des sociétés,article L. 651-1 à L. 651-9,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2012-01-01,4519.0
825,15,Contribution sociale de solidarité des sociétés,article L. 651-1 à L. 651-9,code de la sécurité sociale,Multiples (social),Affectation initiale aux organismes de sécurité sociale,2013-01-01,4605.0
826,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2007-01-01,13.0
827,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2008-01-01,13.0
828,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2009-01-01,13.0
829,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2010-01-01,11.0
830,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2011-01-01,8.0
831,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2012-01-01,2.0
832,25,Droits de plaidoirie,article L. 723-3,code de la sécurité sociale,Caisse nationale des barreaux français,Réaffectation aux organismes de sécurité sociale,2013-01-01,10.0
833,53,Cotisation des employeurs (FNAL),article L. 834-1,code de la sécurité sociale,Fonds national d'aide au logement,Prélèvements péréquateurs,2008-01-01,2424.0
834,53,Cotisation des employeurs (FNAL),article L. 834-1,code de la sécurité sociale,Fonds national d'aide au logement,Prélèvements péréquateurs,2009-01-01,2418.0
835,53,Cotisation des employeurs (FNAL),article L. 834-1,code de la sécurité sociale,Fonds national d'aide au logement,Prélèvements péréquateurs,2010-01-01,2462.0
836,53,Cotisation des employeurs (FNAL),article L. 834-1,code de la sécurité sociale,Fonds national d'aide au logement,Prélèvements péréquateurs,2011-01-01,2608.0
837,53,Cotisation des employeurs (FNAL),article L. 834-1,code de la sécurité sociale,Fonds national d'aide au logement,Prélèvements péréquateurs,2012-01-01,2656.0
838,53,Cotisation des employeurs (FNAL),article L. 834-1,code de la sécurité sociale,Fonds national d'aide au logement,Prélèvements péréquateurs,2013-01-01,2749.0
839,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2007-01-01,684.0
840,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2008-01-01,725.0
841,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2009-01-01,1791.0
842,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2010-01-01,1856.0
843,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2011-01-01,1930.0
844,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2012-01-01,1946.0
845,918,Contribution des organismes de protection sociale complémentaire à la couverture universelle complémentaire du risque maladie,article L. 862-4,code de la sécurité sociale,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2013-01-01,2004.0
846,9940,TVA brute sur les tabacs,article L.131-8,code de la sécurité sociale,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2010-01-01,3249.0
847,9940,TVA brute sur les tabacs,article L.131-8,code de la sécurité sociale,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2011-01-01,3495.0
848,9940,TVA brute sur les tabacs,article L.131-8,code de la sécurité sociale,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2012-01-01,3586.0
849,9940,TVA brute sur les tabacs,article L.131-8,code de la sécurité sociale,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2013-01-01,0.0
850,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2007-01-01,24.0
851,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2008-01-01,24.0
852,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2009-01-01,24.0
853,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2010-01-01,24.0
854,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2011-01-01,24.0
855,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2012-01-01,24.0
856,21,Prélèvement sur les ressources de différents régimes de prestations familiales,article L. 211-10,code de l'action sociale et des familles,Union nationale des associations familiales,Contribution rendue obligatoire par l'État,2013-01-01,24.0
857,1602,Contribution additionnelle aux prélèvements sociaux mentionnés aux articles L. 245-14 et L.245-15 du Code de la sécurité sociale,article L. 262-24,code de l'action sociale et des familles,Fonds national des solidarités actives,Prélèvements péréquateurs,2010-01-01,1205.0
858,1602,Contribution additionnelle aux prélèvements sociaux mentionnés aux articles L. 245-14 et L.245-15 du Code de la sécurité sociale,article L. 262-24,code de l'action sociale et des familles,Fonds national des solidarités actives,Prélèvements péréquateurs,2011-01-01,1477.0
